Date,Open,High,Low,Close,Volume,Adj Close
2007-05-21,77.46,78.65,76.36,76.99,5573800,38.49
2007-05-18,76.83,77.06,75.30,76.84,5171800,38.42
2007-05-17,72.58,76.90,72.58,76.30,9529800,38.15
2007-05-16,74.83,74.93,72.22,72.98,4869000,36.49
2007-05-15,71.39,74.20,71.27,73.16,6854200,36.58
2007-05-14,71.32,72.50,70.60,71.16,3782800,35.58
2007-05-11,71.50,71.70,70.51,70.94,3381800,35.47
2007-05-10,72.09,72.09,70.00,70.25,4960200,35.12
2007-05-09,68.82,72.25,68.52,72.04,6715200,36.02
2007-05-08,68.04,69.17,67.05,68.47,6003600,34.24
2007-05-07,69.51,71.35,69.21,69.45,8563000,34.72
2007-05-04,69.29,69.90,65.25,68.85,24319800,34.42
2007-05-03,57.60,58.25,56.36,57.41,9632800,28.70
2007-05-02,55.01,57.30,55.01,57.20,5796000,28.60
2007-05-01,55.53,55.53,53.25,55.09,3197200,27.55
2007-04-30,55.00,56.94,54.96,55.88,6580400,27.94
2007-04-27,53.55,55.20,52.77,54.69,3768400,27.34
2007-04-26,53.46,54.12,52.96,53.68,1993800,26.84
2007-04-25,53.19,53.87,53.19,53.42,2209400,26.71
2007-04-24,53.99,54.37,52.50,52.67,2813800,26.33
2007-04-23,53.75,55.00,53.28,53.86,3505600,26.93
2007-04-20,53.08,53.94,51.79,53.68,3493000,26.84
2007-04-19,52.80,53.09,52.11,52.28,2411600,26.14
2007-04-18,53.25,53.57,53.01,53.41,1226000,26.70
2007-04-17,54.21,54.53,53.44,53.56,2607600,26.78
2007-04-16,53.45,54.59,53.37,54.34,3388400,27.17
2007-04-13,53.48,53.94,52.79,52.95,2223600,26.48
2007-04-12,52.59,53.70,51.74,53.38,2879800,26.69
2007-04-11,52.33,53.44,51.85,52.90,5335200,26.45
2007-04-10,51.44,52.27,50.97,51.70,2452200,25.85
2007-04-09,52.57,52.69,50.69,51.39,3366000,25.69
2007-04-05,50.25,52.25,50.20,51.76,6185000,25.88
2007-04-04,47.47,50.05,47.47,49.98,5601200,24.99
2007-04-03,47.80,48.00,47.21,47.48,4266200,23.74
2007-04-02,47.98,47.99,46.85,47.06,1688400,23.53
2007-03-30,47.02,47.85,46.81,47.25,1687600,23.62
2007-03-29,47.96,47.96,46.61,47.23,2065400,23.61
2007-03-28,47.86,47.99,46.91,47.48,3978000,23.74
2007-03-27,47.55,48.70,47.53,48.43,2736600,24.22
2007-03-26,48.06,48.15,47.10,47.63,1890800,23.82
2007-03-23,47.33,48.19,47.23,47.74,1793400,23.87
2007-03-22,46.95,47.64,46.37,47.48,3049800,23.74
2007-03-21,47.61,48.27,46.74,46.93,3084200,23.47
2007-03-20,47.88,49.14,47.02,47.53,3623200,23.76
2007-03-19,46.50,47.96,46.42,47.88,4755600,23.94
2007-03-16,45.69,46.74,45.62,46.17,3208800,23.08
2007-03-15,44.54,45.87,44.54,45.80,2462200,22.90
2007-03-14,44.33,44.96,43.35,44.57,3821600,22.28
2007-03-13,45.62,46.28,44.23,44.48,3690000,22.24
2007-03-12,45.50,46.40,45.19,46.08,3651000,23.04
2007-03-09,45.99,46.48,45.30,45.55,3163800,22.77
2007-03-08,46.09,46.50,45.00,45.60,4550000,22.80
2007-03-07,46.69,47.48,45.48,45.59,4769000,22.80
2007-03-06,46.10,46.55,45.25,45.86,6295800,22.93
2007-03-05,47.74,48.55,44.81,45.06,7981400,22.53
2007-03-02,49.75,50.04,48.72,49.00,4400400,24.50
2007-03-01,47.42,50.00,46.20,49.81,6202800,24.91
2007-02-28,48.85,49.20,47.30,48.72,5387200,24.36
2007-02-27,50.30,50.70,46.65,48.48,8630600,24.24
2007-02-26,52.95,53.77,51.12,52.06,4776200,26.03
2007-02-23,52.85,53.86,52.39,52.50,5663000,26.25
2007-02-22,54.14,54.72,52.05,52.45,7594200,26.23
2007-02-21,57.48,57.99,53.66,53.98,19818200,26.99
2007-02-20,55.85,56.47,53.98,56.00,10615600,28.00
2007-02-16,52.73,55.35,52.71,55.17,4034000,27.58
2007-02-15,53.51,53.97,52.41,52.85,3254000,26.42
2007-02-14,53.77,54.53,53.20,53.51,2280800,26.75
2007-02-13,55.70,55.70,52.60,53.54,4740200,26.77
2007-02-12,54.01,54.83,52.64,54.27,3359000,27.14
2007-02-09,56.00,56.50,53.75,54.15,3618000,27.08
2007-02-08,57.00,57.24,55.97,56.49,2432400,28.25
2007-02-07,57.77,58.57,56.63,57.50,3156600,28.75
2007-02-06,56.76,57.85,56.12,57.75,4019600,28.88
2007-02-05,56.33,57.57,55.07,56.61,7892800,28.31
2007-02-02,52.47,55.05,52.44,54.79,5874400,27.40
2007-02-01,51.25,52.19,50.17,51.76,3518400,25.88
2007-01-31,51.54,51.91,49.80,50.34,2872400,25.17
2007-01-30,51.73,53.00,51.22,51.50,3432400,25.75
2007-01-29,50.05,51.70,50.05,51.23,2949600,25.61
2007-01-26,48.10,50.50,47.75,49.95,3068200,24.98
2007-01-25,49.29,49.38,47.70,47.85,1945600,23.92
2007-01-24,49.45,49.48,48.31,49.24,1389400,24.62
2007-01-23,49.25,50.20,48.49,48.84,1880800,24.42
2007-01-22,48.00,49.60,47.14,49.37,2751200,24.68
2007-01-19,48.03,48.73,46.68,47.95,3598200,23.98
2007-01-18,51.14,51.98,48.15,48.36,4761400,24.18
2007-01-17,50.02,52.00,49.50,50.93,6984400,25.47
2007-01-16,48.04,50.08,47.97,50.02,6274000,25.01
2007-01-12,47.25,48.25,47.10,47.97,1898600,23.99
2007-01-11,47.89,49.03,46.71,47.03,3826800,23.51
2007-01-10,45.77,48.50,45.59,47.68,6097400,23.84
2007-01-09,44.78,46.45,44.75,45.83,3932400,22.92
2007-01-08,43.90,45.40,43.75,44.80,3208800,22.40
2007-01-05,43.98,44.37,43.00,43.68,1213800,21.84
2007-01-04,44.25,44.62,43.52,43.95,1683400,21.98
2007-01-03,43.19,45.20,42.85,44.00,5860600,22.00
2006-12-29,42.65,43.61,42.25,43.20,1717400,21.60
2006-12-28,43.27,43.27,42.36,42.63,1305800,21.32
2006-12-27,42.22,43.95,42.22,43.53,1745000,21.76
2006-12-26,42.12,42.63,41.95,42.33,567200,21.17
2006-12-22,42.44,42.91,41.95,42.11,660200,21.06
2006-12-21,42.73,43.39,41.94,42.52,1940400,21.26
2006-12-20,41.96,42.82,41.86,42.23,1757000,21.11
2006-12-19,42.09,42.31,41.36,41.86,1585000,20.93
2006-12-18,42.53,44.40,42.00,42.14,3738000,21.07
2006-12-15,44.30,44.49,41.90,42.41,2521000,21.20
2006-12-14,42.99,44.35,42.22,43.86,2441600,21.93
2006-12-13,42.11,42.94,42.08,42.76,991400,21.38
2006-12-12,43.49,43.49,41.50,42.00,1328800,21.00
2006-12-11,43.15,43.73,42.73,43.15,1259200,21.58
2006-12-08,42.63,44.50,42.24,43.09,4370800,21.55
2006-12-07,43.38,43.75,42.00,42.61,2476400,21.31
2006-12-06,42.85,43.73,42.61,43.05,3913400,21.52
2006-12-05,42.54,42.60,41.84,42.33,1441000,21.17
2006-12-04,42.01,42.21,41.50,42.12,1450400,21.06
2006-12-01,43.19,43.20,41.56,41.74,1717600,20.87
2006-11-30,43.75,43.95,42.85,42.95,2813800,21.48
2006-11-29,42.95,43.50,42.37,43.25,3232800,21.62
2006-11-28,41.31,42.74,40.89,42.60,5259200,21.30
2006-11-27,42.19,42.40,41.11,41.77,3673200,20.89
2006-11-24,42.37,43.43,42.12,42.45,1870600,21.23
2006-11-22,43.42,43.42,42.07,42.47,2676600,21.24
2006-11-21,44.02,44.03,41.95,42.79,19082600,21.40
2006-11-20,46.72,46.73,45.03,45.28,2340600,22.64
2006-11-17,44.33,47.10,43.54,46.49,3811200,23.25
2006-11-16,47.46,48.22,45.30,45.67,3287400,22.83
2006-11-15,47.80,50.25,46.60,47.79,6044200,23.90
2006-11-14,49.00,49.16,47.42,48.13,5730000,24.07
2006-11-13,47.01,49.15,47.00,48.82,5909600,24.41
2006-11-10,45.25,47.39,45.20,47.14,5138600,23.57
2006-11-09,44.79,45.25,43.61,44.72,3322000,22.36
2006-11-08,44.05,45.40,43.39,44.64,3683000,22.32
2006-11-07,42.00,45.12,41.94,44.25,11755800,22.12
2006-11-06,39.49,41.45,39.30,41.27,3999000,20.64
2006-11-03,38.21,40.50,38.01,39.00,11077400,19.50
2006-11-02,37.52,37.99,35.25,37.50,5207200,18.75
2006-11-01,39.57,39.75,37.39,37.82,3485200,18.91
2006-10-31,39.61,39.94,38.90,39.62,1874600,19.81
2006-10-30,39.30,39.76,38.55,39.22,2116400,19.61
2006-10-27,38.77,39.77,37.75,38.95,2380600,19.48
2006-10-26,37.25,39.19,36.75,38.77,2305200,19.39
2006-10-25,37.80,38.25,36.68,37.41,1244800,18.70
2006-10-24,37.05,38.44,36.86,37.79,2127200,18.90
2006-10-23,37.00,37.39,36.64,36.95,1096600,18.48
2006-10-20,37.04,38.00,36.10,36.91,1204200,18.45
2006-10-19,37.08,38.25,36.65,36.91,1422000,18.45
2006-10-18,37.43,37.84,36.75,37.21,1383200,18.60
2006-10-17,38.39,38.40,36.70,37.33,2680200,18.67
2006-10-16,39.00,39.25,38.40,38.54,2177800,19.27
2006-10-13,38.75,39.11,38.24,38.88,2040400,19.44
2006-10-12,38.47,38.92,37.38,38.68,4190200,19.34
2006-10-11,35.80,38.18,35.74,37.60,6384000,18.80
2006-10-10,34.00,36.00,33.70,35.76,3578600,17.88
2006-10-09,34.00,34.47,33.13,33.97,749600,16.99
2006-10-06,34.93,35.00,34.01,34.23,943600,17.11
2006-10-05,34.39,35.01,33.75,34.90,2281400,17.45
2006-10-04,34.17,34.40,33.37,34.24,2317600,17.12
2006-10-03,32.10,33.83,31.75,33.57,1718600,16.78
2006-10-02,33.76,34.00,31.66,32.40,2406600,16.20
2006-09-29,34.00,34.25,33.64,33.95,8352000,16.98
2006-09-28,35.01,35.05,33.51,33.94,4700800,16.97
2006-09-27,33.90,34.74,33.67,33.90,4527400,16.95
2006-09-26,32.16,34.35,31.33,33.66,10827000,16.83
2006-09-25,30.12,32.66,29.93,32.15,5960800,16.08
2006-09-22,29.77,30.30,29.26,30.19,1023800,15.10
2006-09-21,29.93,30.36,29.45,30.30,1097000,15.15
2006-09-20,30.16,30.55,29.79,29.95,570400,14.98
2006-09-19,30.00,30.66,29.48,30.11,2058000,15.06
2006-09-18,29.50,30.00,28.89,29.92,1109600,14.96
2006-09-15,30.00,30.10,28.68,29.64,1061600,14.82
2006-09-14,29.18,30.48,29.11,29.60,2961000,14.80
2006-09-13,28.70,29.90,28.65,29.35,2847000,14.68
2006-09-12,27.10,28.71,27.10,28.58,2396400,14.29
2006-09-11,27.60,27.60,26.73,27.23,1675800,13.61
2006-09-08,28.12,28.23,27.29,27.72,2457800,13.86
2006-09-07,27.50,27.98,27.20,27.75,2899200,13.88
2006-09-06,26.80,27.24,26.71,27.00,1343000,13.50
2006-09-05,26.72,27.17,26.50,26.71,2368800,13.35
2006-09-01,26.93,27.00,26.47,26.48,1067000,13.24
2006-08-31,27.20,27.20,26.60,27.02,681800,13.51
2006-08-30,28.16,28.16,26.90,27.01,1824800,13.51
2006-08-29,27.70,28.12,27.11,27.83,2035800,13.91
2006-08-28,27.49,27.95,26.89,27.60,3080400,13.80
2006-08-25,26.28,26.72,26.20,26.66,933800,13.33
2006-08-24,26.64,27.15,26.15,26.28,991400,13.14
2006-08-23,27.18,27.23,26.07,26.70,1725200,13.35
2006-08-22,27.02,28.22,27.00,27.25,1755000,13.62
2006-08-21,26.30,27.60,26.20,27.54,1673600,13.77
2006-08-18,26.98,27.00,26.05,26.54,1844800,13.27
2006-08-17,28.11,28.13,26.30,27.00,8362400,13.50
2006-08-16,27.18,27.95,26.52,27.66,1865200,13.83
2006-08-15,27.35,27.61,26.00,26.85,1176200,13.43
2006-08-14,27.50,28.10,26.88,27.05,1309600,13.52
2006-08-11,25.37,26.89,25.13,26.88,1883400,13.44
2006-08-10,25.05,25.47,24.73,25.29,1208600,12.65
2006-08-09,26.00,26.01,25.03,25.38,1010800,12.69
2006-08-08,26.80,26.80,25.16,25.40,1263400,12.70
2006-08-07,26.59,26.85,25.31,26.44,3154200,13.22
2006-08-04,30.31,30.75,26.05,27.41,11352800,13.70
2006-08-03,27.80,29.19,27.21,29.00,6277200,14.50
2006-08-02,28.24,28.38,27.37,27.79,2255000,13.90
2006-08-01,28.59,28.59,27.24,28.02,1390600,14.01
2006-07-31,27.00,28.44,26.63,27.67,1415600,13.84
2006-07-28,26.38,27.18,26.38,26.71,1439800,13.35
2006-07-27,26.37,26.40,25.62,26.40,1024400,13.20
2006-07-26,27.00,27.00,25.80,26.02,1126200,13.01
2006-07-25,26.70,26.87,25.49,26.85,909600,13.43
2006-07-24,25.00,27.22,24.25,26.70,2156200,13.35
2006-07-21,24.48,25.36,24.00,24.93,653600,12.47
2006-07-20,24.95,24.95,24.45,24.63,484000,12.31
2006-07-19,23.33,24.99,23.33,24.60,931400,12.30
2006-07-18,23.33,23.45,22.72,23.41,1517400,11.70
2006-07-17,23.50,23.50,23.15,23.35,635600,11.68
2006-07-14,23.90,24.13,23.07,23.48,430200,11.74
2006-07-13,23.90,24.49,23.50,23.86,722000,11.93
2006-07-12,23.42,24.07,23.08,23.80,590400,11.90
2006-07-11,22.80,24.00,22.80,23.51,861000,11.76
2006-07-10,24.90,24.99,22.65,22.90,1232200,11.45
2006-07-07,24.72,25.28,24.26,24.70,653800,12.35
2006-07-06,24.90,25.20,24.37,24.84,406200,12.42
2006-07-05,25.87,25.87,24.31,24.72,633400,12.36
2006-07-03,25.25,25.68,25.01,25.67,385000,12.84
2006-06-30,25.03,25.15,24.12,25.15,1094600,12.57
2006-06-29,23.65,25.00,23.55,24.88,515000,12.44
2006-06-28,23.24,23.88,22.90,23.69,300600,11.85
2006-06-27,24.15,24.15,23.20,23.27,235600,11.64
2006-06-26,24.06,24.24,23.69,24.03,321200,12.02
2006-06-23,23.83,24.36,23.48,23.98,512600,11.99
2006-06-22,23.82,24.15,23.51,23.91,622400,11.95
2006-06-21,24.08,24.08,23.60,23.75,502200,11.88
2006-06-20,23.46,24.14,23.46,23.90,503800,11.95
2006-06-19,24.33,24.62,23.10,23.50,471600,11.75
2006-06-16,23.70,24.69,23.65,24.31,759400,12.15
2006-06-15,23.33,24.12,23.24,23.61,398000,11.81
2006-06-14,22.09,23.34,21.56,22.99,694800,11.49
2006-06-13,23.20,23.75,22.08,22.10,527800,11.05
2006-06-12,24.25,24.45,23.29,23.30,801400,11.65
2006-06-09,23.47,24.68,23.35,24.33,760000,12.16
2006-06-08,23.39,23.73,21.66,23.10,1472000,11.55
2006-06-07,23.26,23.99,23.04,23.44,492800,11.72
2006-06-06,23.44,23.77,23.03,23.32,408200,11.66
2006-06-05,24.91,24.94,23.47,23.49,608200,11.74
2006-06-02,24.56,25.18,24.35,24.53,916400,12.27
2006-06-01,23.11,24.47,22.81,24.09,1294000,12.05
2006-05-31,23.49,24.22,22.64,22.91,1115400,11.45
2006-05-30,24.43,24.43,23.33,23.55,1509200,11.77
2006-05-26,28.25,28.25,23.90,24.18,4597400,12.09
2006-05-25,26.41,27.00,25.62,26.00,652600,13.00
2006-05-24,28.64,28.64,26.12,26.41,1166400,13.20
2006-05-23,29.09,29.70,27.28,28.00,797200,14.00
2006-05-22,29.37,29.71,28.38,29.09,744400,14.55
2006-05-19,28.04,29.57,28.04,29.02,1214600,14.51
2006-05-18,28.50,29.18,27.52,28.01,1027200,14.01
2006-05-17,27.65,28.68,27.25,28.30,709000,14.15
2006-05-16,28.43,28.61,27.40,27.67,711600,13.84
2006-05-15,29.47,29.47,28.00,28.33,543800,14.16
2006-05-12,29.57,29.57,28.25,28.94,718600,14.47
2006-05-11,29.29,31.32,28.20,29.20,3012000,14.60
2006-05-10,29.70,29.90,29.00,29.21,627000,14.60
2006-05-09,28.92,29.92,28.51,29.81,2688400,14.90
2006-05-08,31.60,31.75,28.63,29.00,4383400,14.50
2006-05-05,35.73,37.00,31.28,31.85,11733400,15.93
2006-05-04,32.00,32.45,31.25,32.35,4485800,16.17
2006-05-03,29.81,32.20,29.78,31.50,2896000,15.75
2006-05-02,29.45,29.80,29.08,29.73,1324800,14.86
2006-05-01,30.00,30.69,29.25,29.45,1048200,14.73
2006-04-28,30.00,30.50,29.02,29.90,1039400,14.95
2006-04-27,28.99,30.50,28.00,29.91,1830600,14.95
2006-04-26,27.80,29.70,27.80,28.61,1677800,14.31
2006-04-25,27.98,27.98,27.51,27.77,566200,13.89
2006-04-24,27.75,27.90,27.25,27.86,639400,13.93
2006-04-21,27.68,28.39,27.56,27.76,1005200,13.88
2006-04-20,27.16,27.65,26.65,27.47,531400,13.73
2006-04-19,26.68,27.70,26.29,26.98,546600,13.49
2006-04-18,26.57,27.42,26.00,26.97,589400,13.48
2006-04-17,26.70,27.25,25.58,26.60,311400,13.30
2006-04-13,26.75,27.18,26.50,26.70,288200,13.35
2006-04-12,26.09,27.80,26.00,26.69,1279400,13.35
2006-04-11,26.00,26.62,24.41,26.50,1336400,13.25
2006-04-10,26.07,26.07,25.71,26.00,888800,13.00
2006-04-07,26.56,26.82,25.51,26.07,929000,13.03
2006-04-06,27.14,27.38,26.00,26.29,983400,13.15
2006-04-05,27.23,27.28,26.31,27.14,733200,13.57
2006-04-04,26.54,28.00,26.49,27.09,1568600,13.55
2006-04-03,25.40,26.75,25.15,26.33,1721800,13.16
2006-03-31,25.00,25.93,24.68,25.15,2113400,12.57
2006-03-30,23.65,25.05,23.50,24.81,1212800,12.40
2006-03-29,23.56,24.25,23.40,23.73,1294200,11.86
2006-03-28,24.09,24.09,23.43,23.85,1121600,11.93
2006-03-27,23.66,24.05,23.37,23.94,859800,11.97
2006-03-24,21.85,23.71,21.64,23.51,2380000,11.76
2006-03-23,21.52,22.24,21.52,21.97,1392600,10.98
2006-03-22,22.00,22.00,20.32,21.63,4181800,10.81
2006-03-21,23.00,23.25,22.03,22.06,1781000,11.03
2006-03-20,25.32,25.32,22.81,23.00,2551800,11.50
2006-03-17,25.44,25.53,24.07,24.33,806800,12.16
2006-03-16,24.42,25.70,24.35,25.10,1103000,12.55
2006-03-15,23.86,24.46,23.78,24.06,909000,12.03
2006-03-14,23.41,24.40,22.70,23.72,2163400,11.86
2006-03-13,24.48,25.02,23.40,23.48,1567600,11.74
2006-03-10,25.40,25.50,23.98,24.25,4175400,12.12
2006-03-09,25.99,26.00,25.15,25.50,2272000,12.75
2006-03-08,25.51,26.69,25.15,25.95,1167400,12.98
2006-03-07,25.41,26.08,25.36,25.75,1319000,12.88
2006-03-06,26.32,26.80,25.26,26.05,1337800,13.02
2006-03-03,26.35,27.00,23.13,26.34,4947600,13.17
2006-03-02,26.77,27.42,26.50,26.60,2490600,13.30
2006-03-01,27.75,28.20,25.80,26.90,2772000,13.45
2006-02-28,28.37,28.37,27.44,27.49,1301200,13.74
2006-02-27,28.76,28.76,27.75,28.45,792000,14.23
2006-02-24,27.98,28.60,27.52,28.46,882400,14.23
2006-02-23,27.20,28.03,27.02,27.69,742800,13.85
2006-02-22,28.20,28.20,27.00,27.17,1000600,13.59
2006-02-21,27.89,28.00,27.46,28.00,1811200,14.00
2006-02-17,28.43,28.59,27.05,27.40,2455800,13.70
2006-02-16,29.49,29.75,28.34,28.35,6046600,14.18
2006-02-15,28.00,28.00,27.79,28.00,1951200,14.00
2006-02-14,27.75,28.47,27.75,27.80,2553800,13.90
2006-02-13,26.50,28.25,26.39,27.70,1701800,13.85
2006-02-10,27.00,27.54,26.02,26.55,1800400,13.27
2006-02-09,29.24,29.34,26.12,27.00,4463800,13.50
2006-02-08,30.00,32.50,28.14,28.55,23814000,14.27
